guid,price,date
"E20 1JF, 2acce1000d49b7b18d0f94c55a51909affe5ae77",518618,2019-06-11
"E20 1JF, bdb4640bbb0e9e581921ef1037fa2c98edac9012",681361,2019-06-11
"E20 1JF, 6371beb59ec89508c40d63eccfc33e02a594a0b5",419253,2019-06-11
"E20 1JF, 964d84ccb872ba5c516321fdefad1c9063e698f9",583845,2019-06-11
"E20 1JF, 7e6400c02c469dc6a6c111f3a59f5e401a72d581",358374,2019-06-11
"E20 1JF, 537df6297087b1dd31d06c73a3de512b0774e6e2",288199,2019-06-11
"E20 1JF, 50cd67f755f05fb33dc2e9ed7a9367d33d58876e",785726,2019-06-11
"E20 1JF, d81d18cb26885c585067c19986c278fc320ffaed",640376,2019-06-11
"E20 1JF, ec510bb3a6ba3b3960db0ad1a83211cf604c54ea",640376,2019-06-11
"E20 1JF, 60eba80ddca82edeb852ba326db26dd545ec75a2",527315,2019-06-11
"E20 1JF, 49a2abc43841afc5edac88cb528dcaa117e83093",690058,2019-06-11
"E20 1JF, 47e39af03c84da744a7d114f637159521409f6d0",427950,2019-06-11
"E20 1JF, 7f2640d5f6fbd94b4b31c787540877359954963c",592542,2019-06-11
"E20 1JF, 942e4ae4d68fef5a421f1b47561e3b309a9aa273",362722,2019-06-11
"E20 1JF, dcfd848a7ffc5f9374a89f16bc6cb69e87294fa9",292548,2019-06-11
"E20 1JF, 6020ec30589fb713558f1da7babf54f9f64c5a4d",794423,2019-06-11
"E20 1JF, add292be41cb5c37d4c9d8b7daf4fe07cbde8a38",640376,2019-06-11
"E20 1JF, 5a519e1a074a17402f8ba62b16a1ba535719368b",640376,2019-06-11
"E20 1JF, befed35ea6ab7f7d0f29dce2d990b46e74ab29a3",527315,2019-06-11
"E20 1JF, 54e7e9b201575a3e4b94090b5c7a33f8cb73c1f7",690058,2019-06-11
"E20 1JF, 424be11f8a49f0e793103a818e4ba26dcfc8837b",427950,2019-06-11
"E20 1JF, 879f4eb4e27e97c41987bff800e203518b8a5363",592542,2019-06-11
"E20 1JF, cda2d9e169e23e6272f3fc7dbd42cf67651ac5a3",362722,2019-06-11
"E20 1JF, c1a6e9024b40ac1a897366400fcad0629b032512",292548,2019-06-11
"E20 1JF, 0a2a3e3a7a6093eaacd75a1e60512ff173df0d5d",794423,2019-06-11
"E20 1JF, 9cc97e38fd057e65cfa9289c46ba9dbce43e951d",649073,2019-06-11
"E20 1JF, af2f7f608fcde5ab34d12d732ae7a16984a13027",649073,2019-06-11
"E20 1JF, 1e5ec30384c4d19d7f8314527997ff5bd1e4316e",536012,2019-06-11
"E20 1JF, bca4e0221a319e95f06d8fa953acf95b0c76ceec",703104,2019-06-11
"E20 1JF, 89450c19b0c4752bbca246d8408ae5354af4f58d",432299,2019-06-11
"E20 1JF, b4096cc514264b7b40968b3b46d17bbab88c8dc6",601239,2019-06-11
"E20 1JF, 8ee1b4f4de23a7ea42e25f31d9c7c22a7ca3ec5b",367071,2019-06-11
"E20 1JF, efe406ffc5c1ff65819c6f4d28ca972ccfbd79b9",296896,2019-06-11
"E20 1JF, be3157c43be481a0117ed1e84a061d7e903e10cd",807468,2019-06-11
"E20 1JF, 71e6b3a7eaee52e0db86ab163d6fdd233b725ca6",662119,2019-06-11
"E20 1JF, b544c34dd960e40784c823e60f3e7d128762e6e0",662119,2019-06-11
"E20 1JF, f68cd89a69b58eeae170d189a14ea1ce94c82803",544709,2019-06-11
"E20 1JF, e43985da1f63a7b47ec4de23818291f18aa0c2a7",716149,2019-06-11
"E20 1JF, 7d5eb6eb85d36e4265db55751dfb2e62f59cf8a7",440996,2019-06-11
"E20 1JF, 15016d4b6e274752fa3cae90ef5bb4d80f1a54e4",614285,2019-06-11
"E20 1JF, 02bb424a98582deac63f8195b4c809175912418d",375768,2019-06-11
"E20 1JF, f5d812598e18d19b0e687e4d70df16e1ef48add2",305593,2019-06-11
"E20 1JF, 4eee4b316326f1127159904233b8548e4c09b569",824862,2019-06-11
"E20 1JF, 98226a8eb5d209b75e7aedc45d954a5956e49cd7",666467,2019-06-11
"E20 1JF, f2177abaf9b02853a616b8be1bc6b4b9fa663695",666467,2019-06-11
"E20 1JF, 77b00d32e105c50a491b7944ecee7c5beb7f81c9",549057,2019-06-11
"E20 1JF, 55396ff921dd5334aa465b8fd8f8ea1391c9d201",720498,2019-06-11
"E20 1JF, 28fa98c4b08dc2b876e09bc910f69bbbce7255b8",518618,2019-06-11
"E20 1JF, dad8ba69dc838504182713b07cd48c62eff460f8",445344,2019-06-11
"E20 1JF, 699e997e7d400344160a57c87d1391deaa7271e0",618633,2019-06-11
"E20 1JF, 2d7af8a38542bd4fc511395f0aebf7171460b2b5",380116,2019-06-11
"E20 1JF, c058e5f42670193504a5b96920ac17608a88c905",305593,2019-06-11
"E20 1JF, 3ebefd8a9966c021d29d9d9dc12d9de717c8c923",829211,2019-06-11
"E20 1JG, cf6c5027caea0edee631cbf57bac65ee9536914b",605588,2019-06-11
"E20 1JG, 61f5409e8df0953b5d93f25ea0753ecd9400434a",406208,2019-06-11
"E20 1JG, 746a4ee9b88faa6aaa92d2fa50186d133bb6b18c",605588,2019-06-11
"E20 1JG, 9a6fcf684c06490afd76c2be3164ef581d98cda0",314290,2019-06-11
"E20 1JG, 12660f425dfd257f5cc54d5f7fbaac53c6767214",701255,2019-06-11
"E20 1JG, 347326531c4f74fdced3b726dd93e66c1910cf8e",406208,2019-06-11
"E20 1JG, a5e70b308eda9dbf92422db2fbeaa72bd61b673b",618633,2019-06-11
"E20 1JG, 3b9f832402bcec3c3913e6311e62ccd752e74dd1",618633,2019-06-11
"E20 1JG, ff58d4f916d8dd49fe69014a9f0d582c895dd46d",414905,2019-06-11
"E20 1JG, 60d5f5ae57462677ab8f45889e2fd408606289a3",640376,2019-06-11
"E20 1JG, e8d36623f3aec7f4c74259c6ec05d6a630fc0391",596891,2019-06-11
"E20 1JG, bf7396b353264613d20b7b379ea3094573de3881",640376,2019-06-11
"E20 1JG, 936026a30c0cc0da9303b92a52400a45612ba0bf",414905,2019-06-11
"E20 1JG, 747c3ae0872b8a3be17eadfa2504690caf8e1a9e",618633,2019-06-11
"E20 1JG, 406243faf411426fcf92cc1de92f9e5be1941e0e",618633,2019-06-11
"E20 1JG, 76aea41f6114dec99ac6cd88a0ea5ccd0f96eda5",414905,2019-06-11
"E20 1JG, 564d07c61681c53013a3cf16f0193562a480c9f2",640376,2019-06-11
"E20 1JG, a98240496bcf8ea5074e523e927881244447a7f2",596891,2019-06-11
"E20 1JG, f58d9b883fee74421de7c9881ccc167d7c0c61e0",640376,2019-06-11
"E20 1JG, 246f6b7689326b17dadd57655aac87eed63beeb1",414905,2019-06-11
"E20 1JG, dc4776540c3f3bd8bcdc7dfd989ada0789188083",618633,2019-06-11
"E20 1JG, 3697ea76834e690b1d0ef21d6e955e7a8e1c0702",618633,2019-06-11
"E20 1JG, b9cb75e9204dbc01f321de4cd0990e5a2702c5a4",414905,2019-06-11
"E20 1JG, 1f5604c49f042e46ffe03f6abec86ab96f581485",640376,2019-06-11
"E20 1JG, 1be76b563b564eada612c76f5a16a091f4df72de",596891,2019-06-11
"E20 1JG, 0a7f2d7d753f4cd94bebf35fabc7723362b53751",640376,2019-06-11
"E20 1JG, 67024b89fd3166a03bdcc638924770a54c522946",414905,2019-06-11
"E20 1JG, 1891560ac13959984885e55ecbed731dce0e56da",618633,2019-06-11
"E20 1JG, d650026354eab8a729196e323922c8f78b527587",618633,2019-06-11
"E20 1JG, 26ef9822e174d5b9a73d754b304e7ebcfa5efb93",414905,2019-06-11
"E20 1JG, 2d61272e32027201b236d35ac1d89692862a5255",640376,2019-06-11
"E20 1JG, eff41e8e5564f603611979d11c99766a8d71d5db",596891,2019-06-11
"E20 1JG, ee9e9c52160cf516fb9594f1db1b2414898a3f16",640376,2019-06-11
"E20 1JG, 1047503769b3439ca1afba2b1ce8e8b7104d461e",414905,2019-06-11
"E20 1JG, c18fc926303ab42326c654fd3c117e54f86d915f",636027,2019-06-11
"E20 1JG, c04fec0789132bc8492f74018ded203daf95637f",636027,2019-06-11
"E20 1JG, a2ea7ffadad1455dfd3f50a6b66aa76a64c84715",423602,2019-06-11
"E20 1JG, 5b47c3416514e80ab7d4cfaa2f98ac8be1703ade",653422,2019-06-11
"E20 1JG, 480708bbccdda2133df8a16ed85f0ddda51a0ae6",609936,2019-06-11
"E20 1JG, f880281d3b2c51766ec9119a3f165788e345b8d5",653422,2019-06-11
"E20 1JG, febbac1ba94776cb485935149f1fe3a240dfd420",423602,2019-06-11
"E20 1JG, 59477a66214eb4ae9b9a0594af7c88ae09b46316",592542,2019-06-11
"E20 1JG, bc49d865d760608862e93979d434b01e74f8b4a8",592542,2019-06-11
"E20 1JG, ce69ecb6f8ce0507b60a7596ee5fed63f9b8ab45",397511,2019-06-11
"E20 1JG, 9f97ee3aa03d33e5ce1f94505c0b53294572c128",609936,2019-06-11
"E20 1JG, ca00243096fe179e30a1a9f2d6eb6327b15a773a",566451,2019-06-11
"E20 1JG, c3b8334c54777e2045edecb1187d905dee6fad3d",609936,2019-06-11
"E20 1JG, 832b988a27291a701a67c19211c5069f85b72902",397511,2019-06-11
"E20 1JG, f4d29855270137972f1d341837e594d66075556f",592542,2019-06-11
"E20 1JG, 952bfe8d739fa7bf78eb1d7b87100c023f863923",592542,2019-06-11
"E20 1JG, f1fa43035bb10c47be28274b9a7c3a4be9449567",397511,2019-06-11
"E20 1JG, 139c89a1311ff2ebe823be9bc90daeeda7de8276",609936,2019-06-11
"E20 1JG, 27e05cab359b66433739bb8ab757a544a05581cf",566451,2019-06-11
"E20 1JG, da1e1bc5dbce395cb83d17b91db703d08a70eb6b",609936,2019-06-11
"E20 1JG, 9743b395851a7c54efb7cb112011b1f4a3f1230b",397511,2019-06-11
"E20 1JG, a3cd7d145c072b1b8e3b421a946bcb297f5ab59c",605588,2019-06-11
"E20 1JG, 851f5a4a66e0dada26bae34a0bcebd881305ee49",605588,2019-06-11
"E20 1JG, 565199dae61b541a09ced515b7941ecc6b9edeae",406208,2019-06-11
"E20 1JG, 4587dccd8aff31bc365c7a7bd5a74f4a94b29dac",605588,2019-06-11
"E20 1JG, 910cf26faeb51689ea35a16a2d375697119d573b",314290,2019-06-11
"E20 1JG, 1930f5c43bce2ff2a704e9060904f871972bad0a",701255,2019-06-11
"E20 1JG, db5cb2cbc06478c94fc175df7788e35c2ed82437",406208,2019-06-11
"E20 1JG, 6997c6ff1854cb3853e6ef816701dfe95c0377c2",605588,2019-06-11
"E20 1JH, 09300e1ad9b694fe340522cd2c967ac4973e717c",649073,2019-06-11
"E20 1JH, e672424579923dc2da01f473b12d8a6291a776e6",649073,2019-06-11
"E20 1JH, 6aa8412c251f63d90cab7c922652949d568cea8f",432299,2019-06-11
"E20 1JH, 3c608e65fb34d246965124fe875684995d0453a4",666467,2019-06-11
"E20 1JH, 13f87621e793d0da57fc0823acd77fd443f94e43",432299,2019-06-11
"E20 1JH, 49fc14bc8dab835a2d2be8f9b2103d1c0c6899d5",649073,2019-06-11
"E20 1JH, 82575533bf678cbd3656003434e22a9f60eb51a3",649073,2019-06-11
"E20 1JH, 4e2d631f7b9ee00634f7bc803dfe918ec1a331e2",432299,2019-06-11
"E20 1JH, 811cd7a5be9b9e2277f12939bac03cad8c282089",666467,2019-06-11
"E20 1JH, 9a954495db7de468eea503cb5a8900adbaf0aff8",622982,2019-06-11
"E20 1JH, 05aed2f09e60254672161da1730bde3849c6a3f7",666467,2019-06-11
"E20 1JH, 8f9153bd0f724e5733d970630b5e0d9a011f7767",432299,2019-06-11
"E20 1JH, b474e64e35929e04beca3fe8da6b5ef7e8a76713",662119,2019-06-11
"E20 1JH, dce6886587a25a6cf2871d8931d86c6608d1973e",662119,2019-06-11
"E20 1JH, 191b276f9e39784dc289bd5e37fea3f4a122a175",440996,2019-06-11
"E20 1JH, 70b858afead24fe2971371fdc79afee6395bb1d9",683861,2019-06-11
"E20 1JH, a2801e5f5976a5a6ba96fa6b0a953d5bc3dc4bc2",636027,2019-06-11
"E20 1JH, 93c51e7141a418295c5defbf742b737550f91d7e",683861,2019-06-11
"E20 1JH, 62f0200fb05c574a34fc3310cc6ec8a3639561a8",440996,2019-06-11
"E20 1JH, 7849a0a7650b0a715892ab3bd24e3b591f9faf22",662119,2019-06-11
"E20 1JH, a3aca7bca2b64cdbc7bcd23c56d3ddb46b9cf034",662119,2019-06-11
"E20 1JH, b76534bf35da7c77bcaef857face50ef51b3c990",440996,2019-06-11
"E20 1JH, 3f42e379d20b0b5de81b830605f97f765b756f55",683861,2019-06-11
"E20 1JH, d03d53978c069d0d2889e15240074238ca55c415",636027,2019-06-11
"E20 1JH, f18ee842ab0f59f3097eb790e41b66c400638b76",683861,2019-06-11
"E20 1JH, 0c7d403b5a4e12a50a5a29dc511dabcad0cb8f93",440996,2019-06-11
"E20 1JH, e8bab314bc4288b4482fa5f6df5b1ac57cfb8f18",662119,2019-06-11
"E20 1JH, 234a4a8e6409bca7edd15b440b13a36820f9e193",662119,2019-06-11
"E20 1JH, c55613f911df2c4cb9d84f2a743d891afcdb0139",440996,2019-06-11
"E20 1JH, 3466d0faf57f8f2911449f1c92b5b726f2e776ff",683861,2019-06-11
"E20 1JH, 1c446f96e2f72bf7a7997592bd2bdca4333119a5",636027,2019-06-11
"E20 1JH, 5a314072017ba2a683b1dad65311b1fd34175fe7",683861,2019-06-11
"E20 1JH, d2b8e8688f2329e6c104ee181e79f21e5aa2b88d",440996,2019-06-11
"E20 1JH, 1fa5825b97d28666e7486ce22ea61b21e40fd288",675164,2019-06-11
"E20 1JH, 1c49644bdd07500fd15441fc479ddced84834067",675164,2019-06-11
"E20 1JH, f04e32cd36e812a7873e6b244cce6f5750c36ef3",454041,2019-06-11
"E20 1JH, dd69f3145cc6722e5c3a0a32336336d875bd8c39",696907,2019-06-11
"E20 1JH, 03639cc268065cf30040ebe000fade14de89b7d3",649073,2019-06-11
"E20 1JH, d6c443615989be5d57b97a9bf38df256705d2858",696907,2019-06-11
"E20 1JH, 1bdd4e87ff56de669570a6edc433f22fb7b7a51b",454041,2019-06-11
"E20 1JH, 4fc801c5b6304879a3dfad4efb07442c09e34c0c",636027,2019-06-11
"E20 1JH, cbb2ca26e826795aace96c4f90c42c2cc7d0040a",636027,2019-06-11
"E20 1JH, 4b6b1a0060fc00c9536482005613839b8c305862",423602,2019-06-11
"E20 1JH, d8177da1b1fd0120f55fd14e7f1ecd088ee23928",653422,2019-06-11
"E20 1JH, 81a0a093fba669f5dc55ef99e7203fa819f694ab",609936,2019-06-11
"E20 1JH, 3de613205f5d363aa245c2c22cbb0aad2d514672",653422,2019-06-11
"E20 1JH, 833e47d1d4c4c4f49df179ae209ed0c6dbb2f8e7",423602,2019-06-11
"E20 1JH, fabb6742ef03582ebd41a313113a91de83888344",622982,2019-06-11
"E20 1JH, 61db60377cf6c16130655f9278097c70c455cf64",666467,2019-06-11
"E20 1JH, da31a49aedd32854a2d8315d7f18caf310ff2c85",675164,2019-06-11
"E20 1JH, 1bbc14f9aff111ceb731ca6b56bcbc6bb849e1a4",675164,2019-06-11
"E20 1JH, 5aeb4b40c7a46b3bd2b3632d74809bfc326fb9ee",454041,2019-06-11
"E20 1JH, 3d8276ea9be285f0a1a5d8c7cf3abab0dea6656b",696907,2019-06-11
"E20 1JH, e8b8e5a100d832de6040920f97e6d188c9476d3f",649073,2019-06-11
"E20 1JH, a4491cd625bbe82afb40879fde2453a9209ba940",696907,2019-06-11
"E20 1JH, 9d85923e57c1d1d21039980f3727cdba528b5970",454041,2019-06-11
"E20 1JH, 7c7ec010b338f4cb4f6a7c4e36f87890591b4d13",692558,2019-06-11
"E20 1JH, 7643277e059bb395ef1d2c0d732da6aa260a38d8",692558,2019-06-11
"E20 1JH, ff9c9c21d1c5ddae7799d1b3e55c0c2628277a9d",462738,2019-06-11
"E20 1JH, 885f49dfb4562cef08a95c732fb3131693b10919",714301,2019-06-11
"E20 1JH, 2c0cf3c36cdde005bdb0c21c18106281f2ddf7dd",662119,2019-06-11
"E20 1JH, 13c4e13b454d064c2b257042f3aae86fbf9d6065",714301,2019-06-11
"E20 1JH, 678f1fcc68542411c2ce3169e604ac14eccd3055",462738,2019-06-11
"E20 1JH, 7b25d928b106886cfcedaee7ee2c3a5dddb5c894",692558,2019-06-11
"E20 1JH, 04763ea08a60611778edbcaafcf401ddd3b6a23d",692558,2019-06-11
"E20 1JH, 651749f6c3c4bb28f5eba06aa7efc4073e68e2a5",462738,2019-06-11
"E20 1JH, 6cf2ef3298f2865748435d71271ad04c1590078d",714301,2019-06-11
"E20 1JH, 310dde8a195ab3e1b3e4c8101c8e14f814a3484e",662119,2019-06-11
"E20 1JH, 8c53ccec68c48f056a6742528b1f7430b5425a3a",714301,2019-06-11
"E20 1JH, a245fc0b426fcaeadcac0b9fe7db18cdb3250e7d",705604,2019-06-11
"E20 1JH, c54755fbc7f3e321b842f892157b35d7384c3c73",705604,2019-06-11
"E20 1JH, c67ca857b08d9f8d0e84a82a57c1799328a82671",471435,2019-06-11
"E20 1JH, 610cdd575b768277f8efef9b277622866ef82b7a",727346,2019-06-11
"E20 1JH, 6c49793bec47339b176c57f0ec7cbf89d8dacecf",675164,2019-06-11
"E20 1JH, 0f9fe532c18b9ba97470bb643bf16154b3c092fa",727346,2019-06-11
"E20 1JH, 13a4a8773fb013ab9bae05f6f98e7f10bbde6865",471435,2019-06-11
"E20 1JH, c822f3b112f43e658999ab0e2265f591ceb80b0b",850953,2019-06-11
"E20 1JH, 52b28f03463a0b7c29afadab72f8fa99206ffdeb",850953,2019-06-11
"E20 1JH, bf9a0b34ecabb3e2bfb0b47b0b2d7f0d42d82ae2",850953,2019-06-11
"E20 1JH, 3d53a11518ab856a718d8b0d40947cf607ff6751",675164,2019-06-11
"E20 1JH, 099bfac809a0e79ae982d9594960364618c07f43",850953,2019-06-11
"E20 1JH, 9d79983bbf493796f12c550a93ab1f2c1d7ef37b",462738,2019-06-11
"E20 1JJ, 8be5118b4c17d3293011a7085e94ed9a4ef694a4",796857,2019-06-11
"E20 1JJ, ad582bed57817480720eced7675eafbc6cb1ba22",3601380,2019-06-11
"E20 1JJ, c8bfee4631e2cf931008f12d31b18bf133cca089",1159065,2019-06-11
"E20 1JL, 7233add8f1813c0a4796867c30877ea7efac7554",986585,2019-06-11
"E20 1LG, 40892792e1c66abb463abc9af73ba71786ffaa3c",1380000,2022-12-30
"E20 1LG, 40892792e1c66abb463abc9af73ba71786ffaa3c",1265000,2022-04-07
"E20 1LL, acaf858c7f6adcac3dc7204019688e7285f5286d",218750,2021-10-21
"E20 1LN, bc4167528cf99c1afe38f63cbf94805623deb48f",570000,2021-06-01
"E20 1LN, 674c9b6954e7b91a6d31fcd6a00ee8ff6543864b",570000,2021-06-01
"E20 1LN, 6083581010e8b3c87f86d179d8ff8e3972587859",570000,2021-06-01
"E20 1LN, 4b69ee80ef4b33d8be2a6cfb0d2a82452c5af343",570000,2021-06-01
"E20 1LN, aa3054fd1fe52111c1a9f4cd2f2480604c565461",570000,2021-06-01
"E20 1LN, e421ae8d2a90a96b5654d1cf31bc6f55388ab518",570000,2021-06-01
"E20 1LN, 63b6ea0d23467ba41587f32292a4f0b1864c1878",570000,2021-06-01
"E20 1LN, e31626eaffd515d95fdee7b71e71f1cb2706c345",570000,2021-06-01
"E20 1LN, 6e295eef254bef29ab6688887d18550b26539ae4",570000,2021-06-01
"E20 1LN, bb54fa278640da425070b7cc0d460da8f0442d7e",584250,2021-06-01
"E20 1LN, 776f4285c9cc4fd431271877f30d2062fcdc177b",570000,2021-06-01
"E20 1LQ, f528d3fae2de992f25da6c595ab8a5b54065c147",839500,2021-12-22
"E20 1LQ, 726847fdc5eb4a2b9fb47f0a2be3ecc5da85ba2d",845000,2021-12-23
"E20 1LQ, ed44ac4869eb5c4537fe1f58379d528c36fa59a6",840000,2021-12-17
"E20 1LQ, 095d015fb2472c9b1282673b5f591c3c9203c776",835000,2021-12-21
"E20 1LQ, 2d3b170ad9c1e1f08413ee5b6fc56e2122424674",840000,2021-12-29
"E20 1LQ, 4975888ef20dba4ca9c751b636d9bbb913761d74",840000,2022-01-21
"E20 1LR, d57d7b526a59d612509d35c01619567ae69668fc",874000,2021-12-10
"E20 1LR, 8f7dd490c68ecda3b6aa5e646db57e27a751f5be",865000,2021-12-07
"E20 1LR, 5b17d2fe6b631b5c94aebd537bb283049cb33193",1200000,2021-12-21
"E20 1LR, 03cf8aa86e63f2dcae18ed017be92f598f9f6bbc",870000,2021-12-09
"E20 1LR, 351880f9f0b52aa5d930295de7ef19870be229e4",870000,2021-12-07
"E20 1LR, de125c9771679767c1bc919867c3dda3c45e9650",874000,2021-12-08
"E20 1LR, 4b7fb4366d2ac568f5d788323c18708285e14045",570000,2021-11-17
"E20 1LR, be3298e4fe12cef1fec35a9fae9598ec9f2abdfc",850000,2021-12-03
"E20 1LR, 5ea73ca6dd4779ba7ca7f6ffb9cec6a4d5ad4545",879000,2021-12-21
"E20 1LR, 4562f92a97a2ad3330603a921b920ca16582260d",865000,2021-12-03
"E20 1LR, c3b703f8add48e1c865d6d58728c86de6069cac2",874000,2021-12-07
"E20 1LT, f6ae02fa0727001362e8c439975eaf4a9417285b",570000,2020-11-18
"E20 1LT, 56eff3f1ba99dd3700a7d81e00bea909035449ee",593750,2020-11-18
"E20 1NY, 0cb59599a1d0f94db827b8d9fe7c91e5918cbec4",467000,2022-06-06
"E20 1NZ, 72b619938d7bdc48c870053169201ecc4ca8d12c",579000,2022-06-16
"E20 1PA, 0f585edc47c6998c3563aaa4f1f1e64295cb02f8",589000,2021-12-29
"E20 1PA, 05479b9d5af3bebc45a99c9ac3b1e96774d43a0c",634000,2021-12-23
"E20 1PA, a77e30de3713f543c45c8f2104cd29dfdb525944",475000,2022-06-30
"E20 1PA, 056e28034ca08b05c4550409325951ed6fd09f0b",595000,2022-01-04
"E20 1PA, b7502f4bdfd91c28d055624d1a1ffc13b41bf374",609000,2022-01-07
"E20 1PA, e2f97829fa7869672194ae2aa421cb898b9692f8",597000,2022-01-06
"E20 1PA, 1bee3ed7564ecec04bb94094e9a7854c9aef41c6",483000,2022-01-04
"E20 1PA, e3b6c29436635e251c447e4eed362280678d80d7",584000,2022-01-04
"E20 1PA, f03c106de4a6a33c2292807ad1448f451caaf549",479000,2022-01-14
"E20 1PA, 6be4463982d01d9ae870ec93368f286fc2450893",582000,2022-01-05
"E20 1PB, 3d87678baa44c3fa06c95c6ea8a2214c97b8f812",605000,2021-12-23
"E20 1PB, 9a3226967957b29bc05e3debbdccfb358728d5b8",607000,2022-01-24
"E20 1PD, 88e6b5f58f203293748f78ae31620e4d46ad1628",592000,2021-12-23
"E20 1PD, ffdd918c882f8bbb661b71b1f8e864200198bfbf",636000,2021-12-29
"E20 1PD, 7b10dec7ffabbe95f8219133d0b791500b2833ba",611000,2021-12-29
"E20 1PD, a6c359b3c280de3b72d1a4e5378c80cd138846cf",586000,2021-12-22
"E20 1PD, 2b1f7de407e320396007e1c34804b4c0eeeeb945",473000,2022-09-02
"E20 1PD, 10da687a0fbfb3dd90ecc1c2ce2d232eefe968fa",582000,2022-01-04
"E20 1PD, 7c724d40d3e322ac5a1a90f2f24bca33e8fa0927",599000,2022-01-04
"E20 1PD, e6a67de00e1f3d06dd9f761b06e114318b429acc",581000,2022-03-11
"E20 1PD, d0f6ad0d489b186fd049e54e226fe68dd5c5e836",579000,2022-01-14
"E20 1PD, bdca7dd3c9e19c65a2162640e047d777d99caf50",584000,2022-03-03
"E20 1PD, 0ed9f46598e527c5d528e3ae1f921d5e60365279",597000,2022-01-04
"E20 1PD, 071a0a78fbb394717be850e611f5a6aa1719c89d",580000,2022-05-06
"E20 1PD, 939334200d486806c69ae20c11ab9dff03f835a9",595000,2022-01-04
"E20 1PD, 639ca5f7936ef7adba02e6b9b64c890eb4107ba8",584000,2022-01-04
"E20 1PD, de36bb6c7798634372974ebc134e083ac8b35b3b",488000,2022-01-07
"E20 1PD, 9475236011185bcdf67d7896ca9cecc6bc0ff447",600000,2022-01-04
"E20 1PE, 7d47294409868ea88cacb667d67b5a291caba9b5",704000,2022-06-20
"E20 1PF, 6d3b3f69bf69e583dd66154b93d7d8ffbe279e99",595000,2022-03-18
"E20 3AL, 632798c0bfedd6b6dc58a4709d10a3345fc794e8",348634,2021-04-26
"E20 3AL, 6cefadaac96ca6410904af2ab2115928d53b73d5",132280,2021-04-26
"E20 3AL, 451c98a51ac7233dccf1efdeaff7617918619361",296219,2021-04-26
"E20 3AL, 8bec918203b51739c4c33c632c90863c6aafb0e6",279969,2021-04-26
"E20 3AL, eacbb81651659966189757d5c8e4fa1ca48e30ce",132280,2021-04-26
"E20 3AL, 86fcbe2f5de4d1e932bc9bcbd3ec5cdbcaa28edb",183895,2021-04-26
"E20 3AL, a92d314a333b96daf28b95970d759a8fd18fa41e",348635,2021-04-26
"E20 3AL, 5b61ba8756c4e2b2e1f4a4a5ce2a1490b0742ada",348635,2021-04-26
"E20 3AL, 42004cbeef69552ae4ddf87f3a80fc8d28a89c2d",132280,2021-04-26
"E20 3AL, e842e96d391f7fdc05862bf50ba5fb4309fa3c2f",183895,2021-04-26
"E20 3AL, 9b0d0c00db742cf6da366146f1a61095708ed821",279969,2021-04-26
"E20 3AL, 9e3efdbeb54a8bd3acfb72819f6d5654a2e28cd4",296219,2021-04-26
"E20 3AL, 0e836614d2171996f9156c7844bbeb178e0e97a4",183895,2021-04-26
"E20 3AL, 5a98f8996041276b29e9a2e331030c342c17224a",132280,2021-04-26
"E20 3AL, 6764b7ed7da4808822123c8eeaa2dc8452a1b858",279969,2021-04-26
"E20 3AL, 1dd8daa83b8ee6e2c830c40c2c79a4871ab45121",279969,2021-04-26
"E20 3AL, dd899a8adf01632d30d73a94d21a39271ce6364e",132280,2021-04-26
"E20 3AL, 16f51aa13ee5e1bb04ada7388398db45f5363efa",183895,2021-04-26
"E20 3AL, ec0bdeee2ee801eff26c5345fec7f30b20bc1c0f",364885,2021-04-26
"E20 3AL, 1dc75feb83950864f1375ad958860a9545db9f46",132280,2021-04-26
"E20 3AL, e5509163fc5cd30a92a9d7e598edb3c558492f59",296218,2021-04-26
"E20 3AL, 8dd3df8d9f593c6e69825ca2b17e347159fdd2a5",183895,2021-04-26
"E20 3AL, dc2a63fc368bb52dd08e6962556a17be8232b8ed",110625,2021-05-10
"E20 3AL, dc2a63fc368bb52dd08e6962556a17be8232b8ed",348635,2021-04-26
"E20 3AL, d1f57ed239584e7a77f36caad7b895c7348bb670",348635,2021-04-26
"E20 3AL, 1c6a558ac42bad8402bd91ae81458a169d57b327",183895,2021-04-26
"E20 3AL, 45389aa7d6d9f1c81111619e1571e4fb0a59f7b0",279969,2021-04-26
"E20 3AL, dcdb2e1949b0a85f9f149a12cfcd05dcb80cc033",279969,2021-04-26
"E20 3AL, 5cc844be608693221e1cc5e70a72fa5d5bab1534",132280,2021-04-26
"E20 3AL, 45e955aa32ded21e108c3cab8a409656df6c1ff8",183895,2021-04-26
"E20 3AL, 1071f5c81b8fe1efe677cb95e1142bc6ce0bab3c",132280,2021-04-26
"E20 3AL, 2baa060ecc7c23fd0e9866ef046d7e33647482ac",183895,2021-04-26
"E20 3AL, 10abb13352f168fa2ae794826dd2af761bb89334",348635,2021-04-26
"E20 3AL, 7b0205c872cc81dcca7519022ef46f7b592d77c7",348635,2021-04-26
"E20 3AL, 983a5985e0f40ccf3e3cf2fc850ad18cb34cf7f5",364885,2021-04-26
"E20 3AL, 5bab5611a16a233b7756374f1b7f79158e398de4",348635,2021-04-26
"E20 3AL, 26db4f1b27d095f7f6d53cfe73abf16c1c10c828",338926,2021-04-26
